33020	126
33021	93
33022	2
33023	163
33024	115
33025	95
33026	182
33027	100
33028	192
33029	47
33030	91
33031	170
33032	74
33033	112
33034	181
33035	190
33036	70
33037	178
33039	26
33040	100
33041	35
33042	74
33043	151
33045	178
33050	3
33051	160
33052	105
33054	180
33055	134
33056	116
33060	167
33061	28
33062	101
33063	73
33064	64
33065	46
33066	6
33067	31
33068	43
33069	108
33070	81
33071	162
33072	24
33073	35
33074	198
33075	197
33076	104
33077	64
33081	83
33082	12
33083	43
33084	31
33090	72
33092	109
33093	97
33097	122
33101	27
33102	109
33106	17
33109	120
33111	112
33112	123
33114	157
33116	112
33119	173
33122	133
33124	154
33125	161
33126	109
33127	174
33128	180
33129	23
33130	71
33131	60
33132	8
33133	26
33134	115
33135	41
33136	65
33137	47
33138	6
33139	66
33140	93
33141	2
33142	128
33143	19
33144	128
33145	164
33146	199
33147	27
33149	198
33150	24
33151	24
33152	37
33153	147
33154	124
33155	184
33156	199
33157	85
33158	84
33159	88
33160	17
33161	91
33162	72
33163	1
33164	175
33165	83
33166	37
33167	184
33168	42
33169	169
33170	1
33172	97
33173	109
33174	56
33175	85
33176	55
33177	33
33178	31
33179	189
33180	151
33181	106
33182	197
33183	45
33184	90
33185	131
33186	187
33187	191
33188	162
33189	26
33190	123
33193	165
33194	111
33195	19
33196	189
33197	172
33199	146
33206	192
33222	200
33231	169
33233	116
33234	106
33238	161
33239	135
33242	141
33243	26
33245	193
33247	164
33255	26
33256	12
33257	82
33261	131
33265	93
33266	151
33269	136
33280	128
33283	33
33296	66
33299	111
33301	19
33302	25
33303	32
33304	123
33305	148
33306	25
33307	76
33308	124
33309	65
33310	90
33311	13
33312	126
33313	171
33314	32
33315	26
33316	140
33317	118
33318	164
33319	13
33320	143
33321	74
33322	107
33323	28
33324	61
33325	153
33326	173
33327	132
33328	62
33329	59
33330	69
33331	161
33332	90
33334	83
33335	54
33336	12
33337	169
33338	183
33339	68
33340	28
33345	189
33346	44
33348	193
33349	47
33351	112
33355	182
33359	64
33388	117
33394	77
33401	84
33402	37
33403	50
33404	143
33405	9
33406	178
33407	103
33408	177
33409	179
33410	182
33411	34
33412	146
33413	48
33414	187
33415	68
33416	20
33417	38
33418	99
33419	174
33420	77
33421	131
33422	132
33424	135
33425	8
33426	77
33427	118
33428	10
33429	158
33430	142
33431	81
33432	113
33433	61
33434	103
33435	171
33436	36
33437	132
33438	11
33439	140
33440	152
33441	90
33442	60
33443	152
33444	18
33445	122
33446	53
33448	147
33449	192
33454	21
33455	187
33458	65
33459	70
33460	11
33461	178
33462	183
33463	71
33464	168
33465	99
33466	113
33467	155
33468	107
33469	188
33470	153
33471	22
33472	93
33473	148
33474	94
33475	136
33476	155
33477	128
33478	124
33480	180
33481	60
33482	70
33483	187
33484	7
33486	5
33487	101
33488	121
33493	8
33496	52
33497	85
33498	110
33499	101
33503	13
33508	185
33509	145
33510	16
33511	72
33513	194
33514	5
33521	29
33523	144
33524	15
33525	17
33526	128
33527	121
33530	163
33534	178
33537	192
33538	196
33539	61
33540	197
33541	24
33542	103
33543	168
33544	11
33545	162
33547	113
33548	42
33549	109
33550	171
33556	171
33558	192
33559	13
33563	11
33564	147
33565	86
33566	28
33567	170
33568	128
33569	96
33570	191
33571	181
33572	187
33573	48
33574	197
33575	144
33576	12
33578	107
33579	140
33583	56
33584	23
33585	135
33586	144
33587	122
33592	24
33593	44
33594	107
33595	138
33596	177
33597	86
33598	130
33601	51
33602	179
33603	82
33604	169
33605	196
33606	110
33607	127
33608	98
33609	40
33610	30
33611	184
33612	104
33613	115
33614	187
33615	128
33616	91
33617	78
33618	162
33619	99
33620	12
33621	151
33622	185
33623	112
33624	158
33625	147
33626	168
33629	155
33630	26
33631	58
33633	28
33634	87
33635	10
33637	6
33646	151
33647	146
33650	156
33655	161
33660	68
33661	157
33662	80
33663	125
33664	199
33672	56
33673	158
33674	136
33675	34
33677	92
33679	73
33680	153
33681	40
33682	89
33684	98
33685	106
33686	152
33687	197
33688	126
33689	103
33694	170
33701	19
33702	197
33703	168
33704	31
33705	139
33706	185
33707	161
33708	106
33709	108
33710	125
33711	78
33712	190
33713	164
33714	106
33715	113
33716	107
33729	156
33730	33
33731	124
33732	166
33733	129
33734	9
33736	86
33737	27
33738	94
33740	117
33741	104
33742	79
33743	175
33744	46
33747	36
33755	65
33756	175
33757	177
33758	161
33759	132
33760	166
33761	105
33762	53
33763	93
33764	75
33765	88
33766	95
33767	188
33769	28
33770	55
33771	10
33772	153
33773	180
33774	125
33775	106
33776	163
33777	51
33778	11
33779	176
33780	161
33781	25
33782	57
33784	40
33785	25
33786	146
33801	150
33802	43
33803	107
33804	142
33805	87
33806	107
33807	64
33809	58
33810	71
33811	26
33812	49
33813	135
33815	160
33820	94
33823	10
33825	28
33826	16
33827	23
33830	27
33831	98
33834	51
33835	71
33836	134
33837	165
33838	89
33839	168
33840	141
33841	32
33843	72
33844	146
33845	77
33846	47
33847	65
33848	111
33849	73
33850	145
33851	180
33852	194
33853	168
33854	43
33855	151
33856	154
33857	166
33858	128
33859	50
33860	181
33862	118
33863	81
33865	29
33867	89
33868	111
33870	46
33871	86
33872	173
33873	91
33875	10
33876	183
33877	92
33880	75
33881	187
33882	56
33883	148
33884	200
33885	160
33888	44
33890	197
33896	54
33897	49
33898	140
33901	178
33902	12
33903	55
33904	42
33905	63
33906	191
33907	41
33908	76
33909	121
33910	10
33911	180
33912	91
33913	69
33914	174
33915	58
33916	199
33917	74
33918	86
33919	32
33920	26
33921	174
33922	34
33924	156
33927	101
33928	111
33929	61
33930	184
33931	151
33932	164
33935	63
33936	51
33938	74
33944	187
33945	80
33946	19
33947	194
33948	47
33949	22
33950	91
33951	117
33952	117
33953	109
33954	65
33955	27
33956	132
33957	8
33960	24
33965	182
33966	145
33967	117
33970	167
33971	34
33972	114
33973	154
33974	198
33975	42
33976	80
33980	112
33981	193
33982	139
33983	188
33990	72
33991	44
33993	78
33994	161
34101	42
34102	114
34103	38
34104	83
34105	120
34106	102
34107	148
34108	78
34109	41
34110	77
34112	135
34113	34
34114	71
34116	47
34117	11
34119	162
34120	104
34133	45
34134	55
34135	89
34136	57
34137	138
34138	86
34139	95
34140	151
34141	17
34142	93
34143	158
34145	55
34146	4
34201	78
34202	39
34203	1
34204	92
34205	75
34206	167
34207	143
34208	24
34209	41
34210	85
34211	99
34212	107
34215	42
34216	177
34217	134
34218	148
34219	77
34220	174
34221	138
34222	106
34223	21
34224	139
34228	174
34229	73
34230	126
34231	61
34232	46
34233	102
34234	137
34235	173
34236	110
34237	36
34238	191
34239	130
34240	67
34241	150
34242	178
34243	154
34250	79
34251	155
34260	37
34264	76
34265	195
34266	9
34267	59
34268	188
34269	72
34270	12
34272	20
34274	117
34275	76
34276	111
34277	39
34278	141
34280	118
34281	177
34282	23
34284	168
34285	190
34286	40
34287	22
34288	155
34289	139
34290	47
34291	171
34292	96
34293	160
34295	80
34420	130
34421	5
34423	148
34428	182
34429	60
34430	48
34431	37
34432	55
34433	65
34434	68
34436	142
34441	111
34442	4
34445	20
34446	150
34447	164
34448	93
34449	89
34450	119
34451	137
34452	113
34453	173
34460	180
34461	193
34464	73
34465	66
34470	100
34471	172
34472	167
34473	2
34474	134
34475	163
34476	8
34477	112
34478	83
34479	178
34480	134
34481	3
34482	106
34483	98
34484	12
34487	177
34488	159
34489	127
34491	133
34492	83
34498	132
34601	16
34602	132
34603	96
34604	20
34605	36
34606	10
34607	184
34608	106
34609	35
34610	182
34611	6
34613	151
34614	117
34636	39
34637	14
34638	42
34639	117
34652	71
34653	144
34654	143
34655	21
34656	133
34660	184
34661	56
34667	83
34668	55
34669	101
34673	11
34674	32
34677	30
34679	37
34680	77
34681	22
34682	193
34683	91
34684	62
34685	56
34688	109
34689	135
34690	192
34691	113
34692	71
34695	73
34697	189
34698	103
34705	113
34711	16
34712	122
34713	6
34714	166
34715	178
34729	98
34731	154
34734	32
34736	171
34737	184
34739	87
34740	88
34741	39
34742	12
34743	159
34744	17
34745	188
34746	168
34747	161
34748	38
34749	102
34753	157
34755	55
34756	147
34758	155
34759	188
34760	62
34761	67
34762	36
34769	88
34770	99
34771	1
34772	176
34773	12
34777	100
34778	78
34785	120
34786	156
34787	116
34788	5
34789	179
34797	24
34945	146
34946	131
34947	182
34948	18
34949	58
34950	54
34951	169
34952	169
34953	68
34954	41
34956	151
34957	134
34958	174
34972	122
34973	187
34974	125
34979	123
34981	50
34982	109
34983	45
34984	26
34985	35
34986	2
34987	149
34988	187
34990	198
34991	81
34992	141
34994	81
34995	187
34996	89
34997	54
